"pagina","texto","error"
178,"vs a Et, ió dt fa Ta Di ates dé L ae — I
. Na El
ed

ds rel Drac ee se A a rer amo ia SORRA LV Te I
LS i
l 1:
El

Vocabulari l

de les paraules y frases més males d'entendre per un l
qui no es mallorquí, que hi ha dins aquest Volum II I
y que no son dins el Vocabulari del Volum I. I
i
Abillat,-da: empantanat, espantat, com que veure vi, 3 i
sions, il
Abolitse una cosa, desferse, desaparèxer, l
Abrinat,-da: tot bri, energia, ""l
Acabar es menuts: acabar la paciència, els recursos. i
Acoquinarse: acovardarse, arrufarse. di
Aficar a un es gat dins s'esquena: engatarlo, embria. l
garlo. i
Aglú: fruyt de l'alsina. No anar d'aglans vol dir no I

voler una cosa y defogirne.
Alsar xella: prosperar.

Alsurat,-da: inquiet, alt de punt, enfadat, escitat, enfo- i
riolat.
Am escat: que té l'esca (menjar) posada. 3 /
Amagatetjons (anar d'): anar d'amagat, que'ls altres no /
s'en temin.
Amollar una cosa: dirla. I
2
I
I
",NA
179,"180 RONDAYES MALLORQUINES
Amatent: afable, comunicatiu.
Anar sorrer: pesat, cansat, dur molta sorra (arena).
Andratx: poble de Mallorca, a l'estrem de ponent.
Arredossar: arrecerar, defensar de l'ayre.
Astancar: tancar una ferida.
Astugós,-sa: un que les coses de menjar li repugnen
massa, si no son ben netes.
Atabuxar: atropellar, fer afanyar, donar mala vida a
qualcú. ú
Atlotell y al-lotell: derivat d'albl: noy, minyó, de dotze
Ò tretze anys fins a desset Ò devuyt.
Axamenar: veyau examenar.
Axamplar es potons: morirse.
, Axecar un exam: posarlo dins una casera.
Axecar una lloca: treurela del niaró y ferla menjar y
beure.
Babaluet: beneyt.
Badiu: amplitut, espay:—la terra conradissa que no està
sembrada y es pastura o ermàs.
Bajà,-na: beneyt, toxarrut, estúpit.
Baldor: abundància.
Ballar l'aygo devant a qualcú: donarli gust, guanyarli la
voluntat.
Ballugadís,-ssa: que's balluga, que's remena, que's mòu
molt, com un qui balla.
Banch de beyes: conjunt de cases de beyes, una casa a
n-el costat de l'altra. :
Barbatxo: barbre, grosser, sauvatge.
Barruga: torcedura que fa una corda que la torcen, si no
Pestiren abastement.
Barrumbada: aygat gros, tempestat d'aygo.
Baubetjar: trampoletjar, vacilar.
",NA
180,"dr : L a. /
. , A :
VOCABULARI i81 1

Bebetlana (a la): sense mirament ni reflecsió. /

Benetjar: havern'hi abastement d'una cosa, havern'hi El
qu'estiga bé. h 4

Beninòni: beneyt, que li falta un'aygo. / È

Besquetjar: cercar, procurarse una cosa. Ú / / ó

Béula: dona carronya, toxarruda, estúpida. di cv)

Beure-se's seny amb una cosa: perdrelehi, tornarhi bòtx. I I /

Bofegar: fer bòfegues, alsarse bolles o inflons a una su-—/ /
períicie a consecuència de cremarse. L'ils

Bolcar qualcú: guanyarli, Bolcar un nim petit vol dir fa-— fel.l
xarlo, embolcallario. I

Bonda: bondat, bona conducta.

Borinetjar: fer el borino, dir coses petit a l'oreya de l
qualcú. /

Bossot: taleca de pastor.

Bota de mena: bota petita de quatre o cinch  cortins.

Bovetjar: jugar, faltar a la formalidat.

Brèvol,-la: flux, fràgil, frèvol.

Bril: abril. i

Brocal: espècie de barral. L

Caberbòni: embuy, negoci, questió. I À

Cadella: cussa.

Cadellet de molí: bastó d'uyastre fermat ab una corde- ME
llina a n-el canalet de la pastereta del'gra, y que frega I
per demunt la mola y fa tremolar el canalet y cau-
re'l gra dins les moles. Com sol fer un renòu espès y
seguit, d'un qui conversa molt aviat, diuen qu'es com eL)
un cadellet de moll. i

Caera: casera, derivat de casa.

Calarse una cosa: menjarla-se.

Caliuera: molt de caliu.

Cama de foch: molt caminant. a)

T. Ms—i2.
",NA
181,"182 RONDAYES MALLORQUINES

Capdepera: poble de Mallorca a l'estrem de llevant.

Capsana: anell gros de llatra de càrritx o bé de roba, un
toxarrut, estúpit.

Cap serrat: cap o costat de muntanya tallat a plom de
dalt a bax.

Carrera uberta (anar): depressa, correns.

Casa alta de plors: que hi ploren fort.

Cúvech: eyna de conrador: espècie de pala de ferro
triangular, ab mànech, pero formant àngul agut ab
ell, per aplegar la terra o lo que sia.

o Cendre: No cendre un de son cedàs vol dir: no sebre un
que's pesca, quin cap li va devant, anar molt preocu-
pat d'una cosa.

Ciprell: arbust, lo que'n castellà diuen brezo.

Comallar: regueró llarch, fondal en forma de vall. Deri-
vat de coma.

Coques-rosades: coquetes de sucre, redones, d'uns tres
centimetres de diàmetre y d'uns quants milimetres
de gruxa. :

Coval: còva gran.

Cremar oli ab una cosa: dedicars'hi, estudiarho molt.

Cremayonada: cremada, acció de cremar.

Criat,-da: domesticat. Tenir criat un animal vol dir te-
nirlo ensenyat d'una cosa y ferlehi fer en voler.

Culada: cop ab les anques.

Cucuyó: el cap de més amunt d'una cosa que acaba en
punta.

Dauli terra a n-aquest cep: Se diu. escitant a contestar
una cosa mala de contestar.

l Descapdellar: dir lo qu'un té que dir.

Descarabutar: desbaratar, desfer.

Desiara: d'en tant en tant.
",NA
182,", j
VOCABULARI 183
f
Desnossar: llevar la popa a un òs. /
Dexar un en es siti: vencerlo, dexarlo sense resposta. ui I
Donar a rebre: morirse.
Donar set voltes a un : guanyarli de tot. A
Dur busques a n-es niu: replegar, guanyar, atresorar. /
Dur la casa: cuydarse'n, atendre a les seues necessitats, el
tenirhi esment a ferla anar bé. l
Dur sa mosca: anar enfadat. I
Embarbollar: dir paraules, un nin que comensa a con-
versar. i
Embellir: fer bell, fer gòtx. i
Emblanquinar: enganar, fer creure una cosa que no es l
vera. l
Emblavins: impertinències, astúcies, habilidats. l
Empantanat,-da: espantat,
Empapussat: tap, capa d'una cosa espessa. Com adjectiu l
vol dir: carregat, que hi ha massa coses, lo contrari /
de la sobriedat. /
Empenyalat,-da: posat demunt penyals, que no pot passar Mt
ni envant ni enrera. l
Encaradís, -ssa: voluntariós, posar massa promte la vo-
luntat ab una cosa.
Encarós,-sa: encaradis. i
Enflocarse una cosa: menjarla-se. /
Engaltarse: un'eyna de tall, si no talla dret, axò es, Si's
torç tallant, diuen que s'engalla, axò es, fa galta. ,
Enrengar: comensar, emprendre una cosa.
Enrevisclat, -da: mal d'entendre, embuyat. l
Enserregar: posar el sèrro a la filoa.
Entrecuytarse: arribar abans d'hora, fer una cosa massa
prest. I
Entregarse: venir, arribar.
",NA
183,"7 4 utitamis: I
184 RONDAYES MALLORQUINES
l Envitricollat, -da:: embuyat, embolicat, mal d'aclarir y
d'ordenar.
Esborrat, -da: malalt, mal fet.
Esmus, -ssa: malhumorat, engronyat. Axò es el sentit fi-
gurat, en sentit propi se diu de les eynes de tall que
no tallen, lo que en castellà diuen embotado.

Esquellat, -da: se diu d'una bistia que li han posada es""
quella.

Esser de s'uy des vent: molt viu.

Estabetxos (fer): moure-se molt, estamenetjarse, ballu-
garse, fer renou. i

Estabó: renou, remor, brugit.

Estorat, -da, y millor 4s/oral, -da: espantat, esplayat.

Esbessonar una cosa: llevarli'l bessó.

Esbrellar una cosa: croxirla, ferla miques.

Escorbeys: un joch de bastons voltats ab tres travessers,
que va demunt el bast de la bistia, penjant per cada
banda, y es per dur fexos de llenya y garbes.

Escossada ('guya): sense cós (el foradi que fa a n-el cap
gruxat per passarli'l fil).

Escotiflat, -da: mitx malalt, malfet.

Esmocar: llevar la moca (la ventresca) a un animal.

Espareguera: la planta que fa espàrechs,

Estam (treure s'): ferho de tot, treure lo millor qu'un té.

o Estam: flor de la llana, lo més fi de la llana.

Estorfeyar: esclafar, esflorar els pebres passats p'el forn
antes de moldrelos.

Eufana: font qui brolla a lloch pla.

Examenar: fer exams.

Fabiol: flauta petita.

Falaguer de llengo: llengo llarga, que conversa molt, diu
qualsevol cosa.
",NA
184,"/
VOCABULARI 185 i
Feristea: cosa feresta, ridicula, que fa riure. i
Ferrada: receptacle cilindrich, de test, aont cau la llet en I
monyir el bestiar. Sol tenir devers dos paums de I
diàmetre y altre tant d'alsada. Posar un cap com una : Miret
ferrada a qualcú, vol dir: dirli moltes de coses y fer- l
leshi creure o donarli maldecaps d'allò y préocu- dE
parlo.
Fer cuyro: morirse.
Fer estelles d'un cap o d'un altre: vol dir: Prendre una re- I
solució.
Fer felló, -na: fer curt, enfadar, ofendre. :
Fer matx: fer llarch, fer gros, pegar fort a una cosa. /
Fer sanch a un: conseguir d'ell lo qu'un vol. i
Fer es cuch de s'oreya malalt a qualcú: repetirli molt una i
Cosa.
Fer es val Deu: acabar una cosa. 4
Ferse s'esclafit: casarse: resoldre-se una cosa.
Fer s'uyastre esbrancat: posarse amb lo cap en terra y ca- /
mes al ayre y axancades. I
Fer tech: topar, arribar a lo qu'un vol. I
Fe't si't vols fer: se diu d'una cosa que l'abandonen.
Fer veta: gastar molt. No fer vela vol dir: no quedar de- — l
rrera. al
Fió: dimin. de fiy. /
Fitol'lo: lo que queda del menjar si no s'ho acaben, una
cosa que queda d'una feyna que fan y que no hu
acaben. mi
Flotó (de gent): boldró, redol de gent. Es un diminutiu /
de flota.
Forch d'ays: enfilay d'ays, fent una llatra o trena de les
cóves.
Galin'orba: cuca que's fa devall terra a lloch de fems. En
no navegar, està arruellada.
",NA
185,"186 RONDAYES MALLORQUINES
Garangola (fer sa): dur qualcú a fer qualque cosa, in-
duirlehi.

Garangola: clot que's fa entorn dels ceps y de la soca d'un

abre.
Gatinyarse: barallarse com els gats.

Gavardina: espècie de levita que s'usava altre temps a
Mallorca.

Gavatx: ventre dels animals de ploma.

Gent de qui hi ha dalt: gent grossa, rica, noble.

Gotineua: gota molt menuda.

Grandiet: molt grandia, el sol alt.

Grell: les porcions simètriques de que's compòn la ta-
ronja, l'ull que surt del pom de la ceba.

Gremoletjar: pidolar, demanar ab insistència y d'una
manera indirecta y enfadosa.

Guimesl: interjecció.

Guinavet: ganivet Ò gavinet: arma: de tall.

Haver: No haverhi dona per una cosa vol dir que tal dona
no es capaç de fer aquella cosa.

Herbey: lloch de molta d'herba y grossa.

Hereuatge: herència.

Juvevert: planta: en castellà perejil. /Es vert es juvevertl se
diu per espressar qu'una cosa encara està enrera de
poderse conseguir.

Llambre: lluentor, resplandor. Ho diuen els pescadors, de
la lluentor que fan els pexos ab llurs escates, ne-
dant.

Llayt: gast pecuniari.

Llemugues: el grex del porch fet bocins, que, a forsa de
ferlo bollir, li han tret tot el saim, lo que queda,
son les llemugues. :

Llemuga: un que fa poca via, un que no'n poren treu-
re res en net, de beneyt.
",NA
186,"VOCABULARI 187 l
Llenegada: l'acte de llenegar, relliscar, qu'en castellà diuen
resbalar.
Llépol, -la: golafre, golós, massa afectat de coses bones. 3
Llop-volant: un mal molt fort que pega a n-el bestiar de
pel y de llana, y el mata. Es contagiós. Era a les pos-
sesions de marina, y diuen que pervenia de les ay-
gos salabroses. Des que'l bestiar beu d'aujubs, tal
mal s'es abolit.
Mach: pedroli.
Malambrós, -sa: mal humorat, enfadat, aspre, de mals
arrambatges.
Malapendi.,. tal cosa: se diu per maleirla.
Malaxamús, -ssa: de mal humor.
Mal'ombra (dur): dur males intencions, esser sospitós.
Mànech: 4ra li fan es mànechl se diu per espressar que
una cosa no es tan bona de fer com se creu qualcú,
o bé qu'està molt enrera d'acabarse.
Marxando, -da: venedor ambulant, pòlissa, dolent.
Marruell: temporal, renou, avalot.
Mastegar fasols: un que no dia lo que sent, que no par-
la clar perque no li convé, que fa aposta de no esser
esplicit.
Meèna: mentida, un qui diu mentides.
Menjar-blanch: plat dols que's fa de llet, vermey d'ou y
pols d'amidó.
Mès, -sa: satisfet, resolt.
Matjencarse: No sebre un que's maljenca significa que no
sab que's diu.
Matjencar: la segona cavada que's dona a les plantes, gi-
rar, remoure amb un càvech el femer per que's fassa
millor.
Milana: animal de ploma, carnisser.
",NA
187,"188 RONDAYES MALLORQUINES

Morretjar: refusar, tractar malament, rebrotxar.

Mostel: es un'espècie de lo que en castellà's diu coma-
dreja. Mata l'aviram y li xupa la sanch.

Murtons de floquet: bons, grossos: (la fruyta de la mur-
tera).

Nigulat: núvol.

Oreyam: el joch de orelles, les dues orelles.

Oreyana: classe de pasta frita, que fa uns fulls molt prims
ys menja ab mel y sucre. Per la forma que té, sem-
blant a una oreya, s'en diu ereyana.

Pa d'En Pou: pasta de blanch y vermell d'ou y pols d'
amidó ben rebatut tot, y li donen diferents formes ab
un mol'lo. ,

Palanquetjar: malavetjar, esforsarse, fer molta de feyna.

Pam: paum, palm.

Pan-fonteta: pa amb oli, vinagre y sal. — Una cosa de pan-
fonteta vol dir qu'es poca cosa, que no val res.

Pastera: receptacle aont posen la farina y la hi pasten:
També vol dir ganes de pastar.

Patxorra: paresa, vessa, indolència.

Pècora: animal, carronya. I

Pedreta: Estar a ses tres pedreles vol dir a punt de morir.
Tenir a ses tres pedretes qualcú vol dir tenirlo apurat,
a punt de morir.

Pegarse a una cosa: dedicarse a ferla.

Pegar un porro a un: enganarlo ab una compra.

Perameny: pera grossa.

Peramenyer: perera que fa peramenys.

Perdre s'ase y ses magranes: perdre'l temps, perdre'l
nort ab una cosa,

Petgellar: tallar un tros d'una fruyta per tastarla.

Peu rossech (anar): caminar rossegant els peus, de flu-
xedat,
",NA
188,"VOCABULARI 189
Pitxorina: viva, desxondida, pòlissa, desperta de potèn-
cies.
Posar forqueta: aturarse. Vé de que'ls carros de dues
rodes, que son els usuals a Mallorca per traginar, en
haverse d'aturar, els-e posen una forqueta per que
s'aguantin tot sols. :
Potxa: sortida graciosa, berba.
Pretenir de cames primes: tenir pretensions.
Primarell: els bocins massa prims del fil, que surten tot
filant.
Puranda: beneyta, que li falta una saó. —
Pur desayre (un): una cosa insignificant que basta per
produir un efecte. Morirse d'un pur desayre, vol dir
qu'una cosa de no rés bastarà per ocasionar la mort.
Qualcú de qui hi ha dalt: Veyau més amunt: Gent de quí
hi ha dall.
Rabiu, -ua: rabent, ardent, resolt...
Rays: plural de raix.
Rebosillo: vel especial que duen les pageses mallorqui-
nes, que les tanca la cara y les cubrex el cap y les
devalla per devant, acabant en punta fins devers els
pits. Sol esser de punt y enravanat. També n'hi ha A
4 de roba espessa, le hi solen dur les veyes.
Redó, -na: ple, atipat, sadoll.
Referse: mudar de parer. I
Regositjar: tractar bé.
Regositjat, -da: ben tractat,
Regrux: un aument de grux que fa una cosa qualse-
vol.
Retxillera: forat llarguer, junta uberta, per ont passa
l'ayre.
Riure-se des sant y de ses xeremies: riure-se de lo més
",NA
189,"190 RONDAYES MALLORQUINES
sagrat, A les festes de poble solien y solen encara
sonar les xeremies per ballar y per les corregudes.

Saboneral: clapa grossa de sabonera, escuma.

Satria: satrí gran.

Sebre del llim de les olles: sebre molt y de moltes de
coses.

Sedeny: classe de corda, la mitat de serres y la mitat de
cànyom. Fa quatre cordells de tres cordellins cada un.
Servex per menar les bisties.

Sibina: abre de pinar y d'arena, molt reinós y aromà-
tich, de la familia del cipré.

Sofrit: sofregit (tomàtiga, grell, ay y juvevert frit amb
oli o saim) per posar a un aguiat.

Soley: sol.

Soleyada: sol molt fort.

Solquetjar: malavetjar, esforsarse per una cosa.

Sonera: ganes de sonar.

Sopegar: travelar, offendere.

Soyar: embrutar.

Talabant: boci, tallada, tròs.

Tastanetjar: estar molt prim, un que casi no s'aguanta.

Tayar el vent a un: desbaratarlo.

Tenir sa professó entretenguda: fer esperar la gent.

Tenir un de copes: tenirio en terra, caygut.

Tenrum (des fus): el cap més gruxat del fus.

Tevella: rua que fa la roba, els budells y la pell d'un nin
de mamella molt gras,

Tirurany (l'any): fa molt de temps, un temps molt lluny.

Toar: la pasta posarse a punt d'enfornarla.

Tornar tenir es ram dins es revell: trobar una nova difi-
cultat.

Treguedor: que's pot treure.
",NA
190,"I VOCABULARI 191
Trencafila: divisòria, partió, paret prima, baxa, que divi-
dex un espay.
Trescar les beyes: anar per les flors y fer via a les bres-
ques. I
Treure faves d'olla: comensar a anar bo d'una malaltia,
recobrar les forses.
Treure sa carn de s'olla a qualcú: passarli devant, pren- DR
dreli una cosa qu'aquell volia, axò es, conseguirho
primer y aquell romandre. sense.
Triquet: temps oportú per una cosa. is
Trunyella: trena, trena dels cabells que's fan les pageses I
mallorquines. l
Vèssa: peresa, indolència. l
Veure: No veure qualcú blanch ni negre, vol dir: no veure'l Met i
de cap manera, en lloch. /
Veure bellumes: flaquetjar la vista de fluxedat, no veure l
les coses clares. 1
Vimetjar: engronsarse, anar balder, anar y venir: lo que
en castellà diuen: cimbrearse. l
Vitench, -ca: viu, de molta de vida. Li
Volant: un vel per l'estil del rebosillo, pero que adevant i
no acaba en punta, sino en redó Y fa tevelles, y de- l
rrera també s'estreny ab un tevellat per adaptarse a
la forma del cap. l
Vorera: vora, costat. No locar voreres una cosa a un, vol /
dir: menjarla-se depressa, engolirla-se,
Xalar: passar molt de gust. Bi
Xarrador, -ra: un qui xerra molt. /
Xarruch: vell, jay.
Xeroy, -ya: un que li falta un tros d'oreya. 9:
Xoroy, -ya: veyau Xeroy. I
Xorrèstich (poch): poch menjar, anyada dolenta, gra
magre, pastura dolenta.
",NA
